seq_id	kingdom	phylum	class	order	family	genus	species
KR888496.1.<1.>591	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR890243.1.<1.>594	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR877970.1.<1.>597	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR882562.1.<1.>600	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR878380.1.<1.>603	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR888526.1.<1.>606	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
MF898513.1.<1.>612	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR886668.1.<1.>591	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR890061.1.<1.>555	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR885591.1.<1.>561	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR882602.1.<1.>564	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR889112.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR894412.1.<1.>588	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR898595.1.<1.>588	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR890284.1.<1.>581	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR877875.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR877923.1.<1.>564	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR889116.1.<1.>543	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR887626.1.<1.>552	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR895074.1.<1.>564	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR893885.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR895778.1.<1.>579	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR889243.1.<1.>591	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR878694.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR877594.1.<1.>531	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR896500.1.<1.>543	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR882279.1.<1.>549	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR879304.1.<1.>552	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR895107.1.<1.>564	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR873945.1.<1.>567	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR899610.1.<1.>573	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR902192.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR886758.1.<1.>579	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR902184.1.<1.>588	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR893272.1.<1.>591	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR894999.1.<1.>564	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR892681.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR873510.1.<1.>579	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR880022.1.<1.>549	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF864244.1.<1.>629	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
MN062918.1.<1.791	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
MN062917.1.<1.791	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR887774.1.<1.>569	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR900674.1.<1.>609	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR890359.1.<1.>570	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR899360.1.<1.>564	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
MG340530.1.<1.>552	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR901495.1.<1.>561	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR885222.1.<1.>561	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR886908.1.<1.>534	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR889540.1.<1.>534	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR895412.1.<1.>558	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR895060.1.<1.>558	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
OK065132.1.<1.>626	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
DQ074375.1.<1.>1446	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
DQ074374.1.<1.>1446	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
FJ379225.1.<1.>612	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
AY280599.1.<1.1449	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
DQ074387.1.<1.>1446	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
DQ074367.1.<1.>1446	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
AY280600.1.<1.1449	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
DQ074366.1.<1.>1446	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
DQ074373.1.<1.>1446	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
DQ074369.1.<1.>1446	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR885089.1.<1.>549	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
DQ074381.1.<1.>1446	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
DQ074386.1.<1.>1446	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
DQ074380.1.<1.>1446	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
ON131872.1.<1.>587	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
DQ074378.1.<1.>1446	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
LT977604.1.<1.>617	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
OR856614.1.<1.>575	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR896059.1.<1.>507	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
HQ954633.1.<1.>542	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR886426.1.<1.>574	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR898087.1.<1.>568	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR881626.1.<1.>568	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR882132.1.<1.>568	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR883361.1.<1.>532	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR878561.1.<1.>544	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR880690.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR873587.1.<1.>568	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR880590.1.<1.>571	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR881607.1.<1.>580	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR879437.1.<1.>583	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR887875.1.<1.>586	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR901045.1.<1.>529	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR875878.1.<1.>532	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR886942.1.<1.>544	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR881305.1.<1.>556	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR901913.1.<1.>568	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR877095.1.<1.>571	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR900770.1.<1.>574	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR892507.1.<1.>577	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR890949.1.<1.>520	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR892075.1.<1.>544	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR877709.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR898866.1.<1.>568	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR898891.1.<1.>556	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR886079.1.<1.>568	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR874180.1.<1.>556	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR880962.1.<1.>532	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR882582.1.<1.>585	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR875894.1.<1.>543	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR887893.1.<1.>558	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR889761.1.<1.>582	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR893637.1.<1.>558	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR878156.1.<1.>582	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
MZ623801.1.<1.>612	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779035.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR882489.1.<1.>537	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779101.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779102.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779171.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779222.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778988.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778942.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778949.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779121.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779244.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779239.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778969.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779098.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779099.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779124.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778953.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778933.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779193.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778946.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778899.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779236.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778909.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779246.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
GQ255163.1.<1.>1380	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779230.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778932.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778959.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778896.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778889.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779214.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779133.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF778998.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779130.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
PP145103.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
PP145097.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779162.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
PP145105.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779156.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
JF779020.1.<1.>565	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR879967.1.<1.>572	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR890566.1.<1.>540	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR896008.1.<1.>564	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR890481.1.<1.>564	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR892907.1.<1.>540	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR897270.1.<1.>555	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR881290.1.<1.>564	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR882295.1.<1.>540	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR884193.1.<1.>573	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR895062.1.<1.>573	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR902282.1.<1.>585	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR880538.1.<1.>549	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR883734.1.<1.>531	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
GQ872371.1.<1.>642	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
GQ872401.1.<1.>642	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
GQ872391.1.<1.>642	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
GQ872373.1.<1.>642	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
GQ872358.1.<1.>642	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR884522.1.<1.>546	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR874674.1.<1.>549	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR885061.1.<1.>555	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR874174.1.<1.>567	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR876490.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR901018.1.<1.>579	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
MG335487.1.<1.>582	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR878619.1.<1.>594	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR887094.1.<1.>597	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR892367.1.<1.>552	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR897525.1.<1.>516	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR898164.1.<1.>528	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR897219.1.<1.>546	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR874618.1.<1.>552	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR874928.1.<1.>555	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR898223.1.<1.>567	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR897413.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR900448.1.<1.>579	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR896567.1.<1.>582	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR892979.1.<1.>585	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR882124.1.<1.>588	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR885194.1.<1.>591	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
MF902854.1.<1.>594	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR892676.1.<1.>579	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR882825.1.<1.>567	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR893120.1.<1.>543	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR874846.1.<1.>555	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR873946.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR891472.1.<1.>579	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
GQ872390.1.<1.>642	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR885226.1.<1.>528	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR897745.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR885847.1.<1.>546	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR893678.1.<1.>579	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR882243.1.<1.>582	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR877465.1.<1.>579	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR882728.1.<1.>561	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR894763.1.<1.>540	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR901907.1.<1.>573	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR880031.1.<1.>561	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR885786.1.<1.>573	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR885560.1.<1.>576	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR878000.1.<1.>585	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR896124.1.<1.>561	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR896684.1.<1.>540	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
KR888191.1.<1.>427	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
MG558397.1.<1.>633	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica rubra
ON007309.1.<1.>678	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
LT977618.1.<1.>658	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
FJ824441.1.<1.>1377	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
LC618420.1.<1.>465	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
LC618435.1.<1.>475	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
JQ014757.1.<1.>571	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
JQ014707.1.<1.>571	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
JQ014733.1.<1.>571	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
JQ014868.1.<1.>571	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
JQ014772.1.<1.>571	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
JQ014845.1.<1.>571	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
JQ014750.1.<1.>571	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
JQ014785.1.<1.>571	Eukaryota	Arthropoda	Insecta	Hymenoptera	Formicidae	Myrmica	Myrmica ruginodis
